time unit: s, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[0], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|rx_on, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
3622, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3623, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3624, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3625, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3626, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3627, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3628, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3629, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3630, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3631, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3632, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3633, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3634, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3635, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3636, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
3637, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3638, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3639, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3640, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3641, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3642, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3643, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3644, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3645, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3646, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3647, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3648, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3649, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3650, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3651, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3652, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3653, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3654, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3655, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3656, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3657, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3658, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3659, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3660, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3661, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3662, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3663, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3664, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3665, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3666, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3667, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3668, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3669, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3670, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3671, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3672, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3673, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3674, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
3675, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3676, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3677, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3678, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3679, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3680, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3681, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3682, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3683, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3684, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3685, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3686, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3687, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3688, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3689, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3690, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3691, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3692, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3693, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3694, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3695, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3696, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3697, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3698, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3699, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3700, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3701, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3702, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3703, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3704, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3705, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3706, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3707, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3708, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3709, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3710, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3711, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
3712, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3713, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3714, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3715, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3716, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3717, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3718, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3719, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3720, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3721, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3722, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3723, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3724, 101001011110, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
3725, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3726, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3727, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3728, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3729, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3730, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3731, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
3732, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3733, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3734, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3735, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3736, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3737, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3738, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3739, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3740, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3741, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3742, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3743, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3744, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3745, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3746, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3747, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3748, 101001100111, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 
3749, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3750, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3751, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3752, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3753, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3754, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3755, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3756, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3757, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3758, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3759, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 
3760, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3761, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3762, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3763, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3764, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3765, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3766, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3767, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3768, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3769, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3770, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3771, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3772, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3773, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3774, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3775, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3776, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3777, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3778, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3779, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3780, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3781, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3782, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3783, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3784, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3785, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3786, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3787, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3788, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3789, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3790, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3791, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3792, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3793, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3794, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3795, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3796, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3797, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3798, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3799, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3800, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3801, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3802, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3803, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3804, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3805, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3806, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3807, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3808, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3809, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3810, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3811, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3812, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3813, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3814, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3815, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3816, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3817, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3818, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3819, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3820, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3821, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3822, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3823, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3824, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3825, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3826, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3827, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3828, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3829, 101001011110, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 
3830, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3831, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3832, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3833, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3834, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3835, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3836, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3837, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3838, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3839, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3840, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3841, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3842, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3843, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3844, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3845, 110001000101, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 
3846, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3847, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3848, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3849, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3850, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3851, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3852, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3853, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3854, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3855, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3856, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3857, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3858, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3859, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3860, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3861, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3862, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3863, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3864, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3865, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3866, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3867, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3868, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3869, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 
3870, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3871, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3872, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3873, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 
3874, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3875, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 
3876, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 
3877, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 
3878, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
3879, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
3880, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 
3881, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 
