time unit: s, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data, uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[11], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[10], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[9], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[8], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[7], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[6], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[5], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[4], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[3], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[2], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[1], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|nfca_rx_dsp:u_nfca_rx_dsp|adc_data[0], uart2nfca_system_top:u_uart2nfca_system|nfca_controller:u_nfca_controller|rx_on, 
0, XXXXXXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, 
178, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
179, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
180, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
181, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
182, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
183, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
184, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
185, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
186, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
187, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
188, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
189, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
190, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
191, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
192, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
193, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
194, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
195, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
196, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
197, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
198, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
199, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
200, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
201, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
202, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
203, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
204, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
205, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
206, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
207, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
208, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
209, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
210, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
211, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
212, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
213, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
214, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
215, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
216, 100100101001, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
217, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
218, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
219, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
220, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
221, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
222, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
223, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
224, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
225, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
226, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
227, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
228, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
229, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
230, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
231, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
232, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
233, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
234, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
235, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
236, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
237, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
238, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
239, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
240, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
241, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
242, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
243, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
244, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
245, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
246, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
247, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
248, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
249, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
250, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
251, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
252, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
253, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
254, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
255, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
256, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
257, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
258, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
259, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
260, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
261, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
262, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
263, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
264, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
265, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
266, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
267, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
268, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
269, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
270, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
271, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
272, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
273, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
274, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
275, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
276, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
277, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
278, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
279, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
280, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
281, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
282, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
283, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
284, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
285, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
286, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
287, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
288, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
289, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
290, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
291, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
292, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
293, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
294, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
295, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
296, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
297, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
298, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
299, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
300, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
301, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
302, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
303, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
304, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
305, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
306, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
307, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
308, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
309, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
310, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
311, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
312, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
313, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
314, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
315, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
316, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
317, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
318, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
319, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
320, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
321, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
322, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
323, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
324, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
325, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
326, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
327, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
328, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
329, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
330, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
331, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
332, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
333, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
334, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
335, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
336, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
337, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
338, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
339, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
340, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
341, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
342, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
343, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
344, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
345, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
346, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
347, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
348, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
349, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
350, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
351, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
352, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
353, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
354, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
355, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
356, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
357, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
358, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
359, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
360, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
361, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
362, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
363, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
364, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
365, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
366, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
367, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
368, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
369, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
370, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
371, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
372, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
373, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
374, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
375, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
376, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
377, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
378, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
379, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
380, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
381, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
382, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
383, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
384, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
385, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
386, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
387, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
388, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
389, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
390, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
391, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
392, 110001001111, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
393, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
394, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
395, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
396, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
397, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
398, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
399, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
400, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
401, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
402, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
403, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
404, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
405, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
406, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
407, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
408, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
409, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
410, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
411, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
412, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
413, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
414, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
415, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
416, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
417, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
418, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
419, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
420, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
421, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
422, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
423, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
424, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
425, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
426, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
427, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
428, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
429, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
430, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
431, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
432, 100100100011, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
433, 101001100010, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
434, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
435, 100100101000, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
436, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
437, 110001001100, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
438, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
439, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
440, 110001001101, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
441, 100100011111, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
442, 101001100110, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
